genes5,genes4,genes3,genes2,genes1,Label.1,cell_id,Label.2,Label.3,Probability.1,Probability.2,Probability.3,Test.Accuracy,Test.Loss,True_cluster,x_centroid,y_centroid,transcript_counts,control_probe_counts,control_codeword_counts,total_counts,cell_area,nucleus_area,cell_type_1,cell_type_2,cell_type_3,cell_type_4,cell_type_5,majority_cell_type,status,Title,Title.1
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,28761,1,6,0.35080948,0.12729155,0.103919655,0.163240135,2.950269461,3,3516.664575,951.3589722,77,0,0,77,63.3090625,13.36625,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,1213,1,6,0.15756233,0.121498264,0.10804035,0.163240135,2.950269461,1,4135.805737,937.287384,172,0,0,172,275.63375,15.30796875,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,28768,8,1,0.35699472,0.30748114,0.102134384,0.163240135,2.950269461,16,3530.583325,982.4664612,457,0,0,457,481.365625,42.76296875,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,23267,6,1,0.2850675,0.14903794,0.11867689,0.163240135,2.950269461,18,1149.680823,2467.646082,120,0,0,120,179.54125,15.714375,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,28770,8,1,0.34225965,0.25062189,0.08768507,0.163240135,2.950269461,5,3546.021118,1001.343475,557,0,0,557,614.2153125,80.42328125,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,28771,1,8,0.28556132,0.14851142,0.12091451,0.163240135,2.950269461,3,3544.552295,922.8598999,273,0,0,273,205.3254688,42.31140625,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,34134,8,1,0.5359742,0.21216999,0.070840634,0.163240135,2.950269461,8,1816.991833,1629.887555,132,0,0,132,179.4509375,10.06984375,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,1235,6,1,0.23858368,0.19308561,0.13261358,0.163240135,2.950269461,6,4129.333618,1289.407043,347,0,0,347,273.7823438,28.719375,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,28779,1,8,0.3298953,0.17199299,0.15398987,0.163240135,2.950269461,3,3560.999463,937.8136536,231,0,0,231,343.6842188,34.90578125,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,28795,1,5,0.3087316,0.19636618,0.11655643,0.163240135,2.950269461,5,3593.297803,872.3755859,292,0,0,292,792.1760938,50.21375,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,28798,8,1,0.40529704,0.21773812,0.099623196,0.163240135,2.950269461,8,3589.289355,1096.340729,841,0,0,841,934.2828125,78.16546875,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,1250,6,1,0.3092652,0.13500287,0.12799254,0.163240135,2.950269461,3,826.2928131,3192.186621,870,0,0,870,926.60625,109.5942188,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,12079,1,8,0.1458753,0.11954209,0.096777864,0.163240135,2.950269461,12,4404.85481,2404.159424,257,0,0,258,168.9295313,55.58734375,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,1254,8,1,0.2994517,0.20945019,0.1426706,0.163240135,2.950269461,3,834.3830139,3051.634888,162,0,0,162,115.6451563,25.7390625,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,12102,6,8,0.19866419,0.17447618,0.1278825,0.163240135,2.950269461,3,4661.960303,1817.183167,442,0,0,442,317.8548438,75.09484375,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,6623,8,6,0.25635818,0.1534559,0.13638392,0.163240135,2.950269461,22,2004.045374,3189.862402,91,0,0,91,58.92890625,25.829375,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,23309,1,5,0.4100334,0.16339695,0.12375545,0.163240135,2.950269461,3,966.5497131,1730.884302,262,0,0,262,614.8475,28.2678125,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,12105,1,6,0.14805417,0.13003656,0.10741392,0.163240135,2.950269461,26,4693.546851,1829.792053,107,0,0,107,141.4745313,32.7834375,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,23312,8,1,0.33485806,0.15441854,0.118932515,0.163240135,2.950269461,3,979.3477539,1733.975098,52,0,0,52,90.80921875,12.05671875,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,1284,6,8,0.23516203,0.11515787,0.11036125,0.163240135,2.950269461,8,836.1456329,3316.245947,412,0,0,413,306.2045313,72.25,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,12116,10,8,0.17702374,0.16013335,0.14520676,0.163240135,2.950269461,10,4684.923999,1867.383179,149,0,0,149,117.7223438,13.2759375,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,4858,8,1,0.46472985,0.127735,0.10147703,0.163240135,2.950269461,10,1848.962085,1967.927429,638,0,0,639,687.278125,89.22875,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,17981,1,6,0.21330233,0.14827777,0.1424508,0.163240135,2.950269461,25,3002.072791,1849.668896,580,0,0,580,587.211875,61.63828125,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,1307,6,8,0.19229989,0.15508102,0.12080873,0.163240135,2.950269461,3,839.2273499,2720.205444,447,0,0,448,547.7453125,93.24765625,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,6655,1,6,0.18800597,0.1831228,0.14284964,0.163240135,2.950269461,22,1964.865686,3241.525012,244,0,0,244,474.5470313,7.044375,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,1315,8,1,0.26649037,0.15999623,0.12584336,0.163240135,2.950269461,26,845.6215454,2813.091187,197,0,0,197,233.8642188,42.3565625,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,34196,8,5,0.57906836,0.18610634,0.066982776,0.163240135,2.950269461,1,1700.010065,1451.761713,369,0,0,369,489.8098438,56.21953125,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,1326,8,1,0.3950909,0.14133114,0.09968493,0.163240135,2.950269461,3,778.436319,2529.662048,176,0,0,176,136.9589063,6.0509375,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,23370,1,8,0.44671634,0.18184812,0.12528157,0.163240135,2.950269461,1,933.3422302,1937.508801,333,1,0,334,626.3623438,22.35234375,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,12157,1,5,0.20612383,0.19475624,0.12135415,0.163240135,2.950269461,12,4668.164722,1993.039575,223,0,0,223,253.1007813,6.7734375,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,1350,1,9,0.2365092,0.22041368,0.11528242,0.163240135,2.950269461,5,2580.692761,863.3106659,178,0,0,178,569.9170313,60.2384375,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,1365,8,1,0.2922748,0.23504388,0.20623937,0.163240135,2.950269461,15,2708.588916,868.1844696,205,0,0,205,363.3271875,45.698125,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,1368,5,1,0.32335138,0.20420513,0.14226325,0.163240135,2.950269461,28,2746.899512,837.0468903,8,0,0,8,200.1325,11.06328125,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,1384,5,1,0.22526516,0.14337862,0.11407948,0.163240135,2.950269461,5,3296.121118,809.2889221,45,0,0,45,78.6621875,17.11421875,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,1393,1,6,0.25950783,0.14418122,0.09232698,0.163240135,2.950269461,12,4933.857373,2464.642859,267,0,0,267,135.1075,52.02,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,23403,1,8,0.33624408,0.20968527,0.11824797,0.163240135,2.950269461,3,1021.079517,1882.706628,182,0,0,183,355.9667188,18.92046875,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,23408,8,1,0.37679175,0.22245193,0.11983145,0.163240135,2.950269461,3,857.3828705,1839.378833,220,0,0,220,185.863125,46.24,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,18074,5,4,0.24791944,0.09845833,0.0892002,0.163240135,2.950269461,12,2875.808362,2389.910095,13,0,0,13,41.001875,7.45078125,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,6706,1,4,0.13433862,0.11343146,0.10819292,0.163240135,2.950269461,2,2020.491711,2866.507129,140,1,0,141,303.4951563,48.54296875,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,6715,1,8,0.17058639,0.13070187,0.11858112,0.163240135,2.950269461,2,1945.525488,2878.54928,206,0,0,206,129.5984375,28.9903125,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,1413,8,1,0.12293682,0.1212063,0.11853716,0.163240135,2.950269461,12,4953.862256,2448.866187,308,0,0,308,139.3973438,72.56609375,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,28941,8,1,0.25330877,0.18303037,0.13465095,0.163240135,2.950269461,1,3333.698962,1357.617883,515,0,0,515,344.3164063,57.66453125,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,12223,8,9,0.18744056,0.18104349,0.12820722,0.163240135,2.950269461,1,4281.018359,1867.309924,110,0,0,111,93.744375,38.0215625,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,18089,1,6,0.220665,0.16762091,0.15714173,0.163240135,2.950269461,16,2967.35332,2469.133789,399,0,0,399,232.5546875,25.468125,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,18090,1,6,0.13542031,0.11169644,0.09573035,0.163240135,2.950269461,12,2967.917981,2496.860059,380,0,0,380,274.0532813,36.44109375,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,14204,1,6,0.20527712,0.17756149,0.13050596,0.163240135,2.950269461,8,2596.006665,1517.041754,593,0,0,595,316.635625,85.57109375,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,6747,4,6,0.25153252,0.16923636,0.14214395,0.163240135,2.950269461,4,2058.000452,2638.553564,381,0,0,381,355.9215625,74.4175,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,28956,1,5,0.2719619,0.1107415,0.11002838,0.163240135,2.950269461,6,3318.854468,1426.83374,43,0,0,43,46.3303125,4.83171875,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,34320,1,8,0.5275903,0.12420722,0.122798234,0.163240135,2.950269461,21,2049.307251,998.0798157,122,0,0,122,276.175625,23.88765625,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,34327,1,5,0.34192443,0.13171266,0.06961927,0.163240135,2.950269461,19,1924.942249,1006.006647,85,0,0,85,73.01765625,17.6109375,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,12253,1,6,0.28518984,0.13783845,0.11307625,0.163240135,2.950269461,23,4354.55249,1865.258386,371,0,0,371,314.4229688,5.3284375,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,850,8,1,0.37398976,0.17805256,0.15687178,0.163240135,2.950269461,18,841.7629272,1935.829968,422,1,0,423,720.7840625,56.12921875,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,28373,8,1,0.33978158,0.116939634,0.1130495,0.163240135,2.950269461,3,3888.421289,938.017749,70,0,0,70,60.5996875,14.31453125,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,860,1,6,0.19112591,0.18163216,0.15122016,0.163240135,2.950269461,5,683.3765503,2552.226685,163,0,0,165,595.4754688,26.190625,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,22966,1,6,0.2273986,0.123586886,0.11360175,0.163240135,2.950269461,8,1078.342975,2296.27168,15,0,0,15,49.8525,5.01234375,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,17489,8,1,0.3914962,0.16394384,0.113204256,0.163240135,2.950269461,14,3284.838904,2305.042908,455,0,0,455,294.4639063,20.410625,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,22973,1,5,0.2596843,0.14126441,0.13677247,0.163240135,2.950269461,1,1094.102631,2387.600195,86,0,0,86,185.501875,7.044375,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,22979,1,6,0.22725007,0.16480237,0.15327452,0.163240135,2.950269461,15,1114.024091,2276.089575,179,0,0,179,202.841875,28.94515625,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,28409,8,1,0.38825175,0.2822186,0.08158012,0.163240135,2.950269461,5,3901.036401,1025.198572,223,0,0,223,220.2721875,32.28671875,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,6265,1,6,0.34823066,0.10564572,0.07886835,0.163240135,2.950269461,2,2238.541406,2797.290027,27,0,0,27,58.4321875,8.3990625,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,6266,8,1,0.24581632,0.19505103,0.12820342,0.163240135,2.950269461,2,2141.389063,2807.390002,60,1,0,61,183.2892188,9.97953125,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,33755,1,8,0.3652132,0.277035,0.11140798,0.163240135,2.950269461,8,2096.579163,1076.282825,429,0,0,429,1044.0125,67.68921875,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,6269,6,1,0.16320634,0.10252204,0.099237114,0.163240135,2.950269461,2,2240.494373,2805.912463,45,0,0,45,65.61203125,18.19796875,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,914,1,6,0.22523314,0.17730299,0.11694676,0.163240135,2.950269461,2,2472.924548,3444.030042,43,0,0,43,97.58265625,20.72671875,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,13711,1,8,0.29695714,0.11132222,0.08392072,0.163240135,2.950269461,5,2798.053491,1110.388452,19,0,0,19,72.61125,10.656875,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,19923,8,1,0.4347178,0.18873766,0.15403725,0.163240135,2.950269461,3,1325.75907,1440.318256,125,1,0,126,205.3254688,12.5534375,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,14332,8,6,0.39738438,0.22548349,0.09462381,0.163240135,2.950269461,3,2530.26344,1338.450964,264,2,0,266,280.33,63.89609375,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,29080,1,6,0.2746673,0.13514493,0.12780975,0.163240135,2.950269461,6,3649.89751,1426.421295,398,0,0,399,505.2532813,62.7671875,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,6888,6,1,0.21271887,0.17605002,0.12046064,0.163240135,2.950269461,2,1982.388635,3128.786499,421,0,0,422,538.1270313,57.84515625,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,1560,8,1,0.19847512,0.13448097,0.12572272,0.163240135,2.950269461,5,4957.829199,1821.597729,84,0,0,84,123.7732813,40.14390625,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,14357,1,8,0.18887234,0.16448358,0.13488387,0.163240135,2.950269461,15,2621.788892,1345.222327,201,0,0,201,151.8604688,44.0725,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,6893,8,4,0.25541878,0.17644104,0.1499819,0.163240135,2.950269461,22,1960.316858,3135.444141,383,0,0,383,461.9032813,76.17859375,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,14370,8,1,0.21353395,0.211131,0.17761096,0.163240135,2.950269461,1,2501.063159,1541.445428,345,0,0,345,232.4192188,58.703125,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,23622,1,8,0.16902944,0.11952078,0.10327865,0.163240135,2.950269461,19,2926.119812,3472.51604,32,0,0,32,37.97640625,15.39828125,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,1580,1,9,0.12910415,0.119601175,0.09125855,0.163240135,2.950269461,10,4960.504126,1747.78573,118,0,0,118,108.2846875,33.91234375,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Pdzrn3,Calb1,Lamp5,Rasgrf2,Gsg1l,3,1582,8,1,0.19577438,0.18064672,0.12834275,0.163240135,2.950269461,10,4944.640503,1825.706201,160,0,0,160,144.7257813,40.1890625,Neurons,Neurons,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
